ticket_id,org_id,category,severity,created_at,resolved_at,csat,sla_breached
tkt_w8ivi3rq,org_uzfk8ut0,billing,medium,2025-07-05,2025-07-20,,True
tkt_asd1wcrv,org_1swjckjl,availability,low,2025-08-13,,3.0,False
tkt_68jq12jf,org_7e8g8jdp,security,low,2025-07-01,2025-07-05,3.0,False
tkt_4ciwl3rf,org_g8sbi4q2,billing,medium,2025-07-21,2025-07-21,6.0,False
tkt_jl9vt3x8,org_d14ve92m,integration,critical,2025-08-02,2025-08-08,,False
tkt_ve00h2k2,org_hv3a3zmf,integration,medium,2025-06-29,2025-07-05,2.0,True
tkt_p3ajfax1,org_3t60rjiw,security,low,2025-07-16,2025-07-24,6.0,False
tkt_cq6fwtv1,org_cwi64ciy,integration,medium,2025-08-16,,5.0,False
tkt_djjzqfe8,org_4zw9xa3k,performance,low,2025-05-11,2025-05-15,4.0,False
tkt_e5tnlztw,org_41ibljh7,availability,low,2025-07-10,2025-07-12,3.0,False
tkt_xol4bkuu,org_0lvsnujz,security,critical,2025-08-15,,3.0,False
tkt_5czeccfs,org_253j2d54,integration,high,2025-05-27,2025-05-28,1.0,False
tkt_7i19mo1r,org_vyie6ivw,usability,low,2025-07-18,2025-07-18,3.0,False
tkt_tsxof33q,org_ykl1cq99,integration,high,2025-06-01,2025-06-06,3.0,False
tkt_e6jixub4,org_wm31yiha,availability,low,2025-06-23,2025-06-24,4.0,False
tkt_ibhif5sl,org_kdgigatj,integration,medium,2025-05-11,2025-05-13,6.0,False
tkt_1ya1ryzt,org_ly8ozcyw,integration,high,2025-07-26,2025-08-04,5.0,False
tkt_bvhuazun,org_xaji0y6d,availability,medium,2025-07-02,2025-07-16,4.0,False
tkt_6fht60ku,org_5iqvnb4g,security,low,2025-08-14,2025-08-18,3.0,False
tkt_sfhvmlje,org_5lxo6qji,performance,low,2025-07-31,,,False
tkt_kbvxsogb,org_n9j2qp89,security,high,2025-07-31,2025-07-31,,False
tkt_205hu03y,org_i7p5tb94,billing,medium,2025-05-10,,2.0,False
tkt_53mbwu5j,org_ohp6vz41,usability,high,2025-05-16,,3.0,False
tkt_slhgmrzz,org_8mdd4v30,integration,low,2025-05-30,,4.0,False
tkt_qo17rv2y,org_a7tz0ync,billing,critical,2025-06-14,,6.0,False
tkt_7cdabbaj,org_t1ghr09s,usability,critical,2025-06-05,2025-06-10,3.0,False
tkt_aq08dnx8,org_chj755nf,security,low,2025-07-20,2025-07-22,4.0,False
tkt_0nkxkbef,org_om5igqpk,integration,medium,2025-07-03,,3.0,True
tkt_q796ew82,org_ohp6vz41,integration,medium,2025-08-16,,3.0,False
tkt_57ge0q5z,org_53lc58dr,usability,low,2025-07-22,2025-07-23,2.0,False
tkt_jaucyhon,org_pja1wj0t,billing,medium,2025-06-18,2025-06-21,,False
tkt_bpqga6x8,org_xll4zklo,usability,medium,2025-05-09,2025-05-10,3.0,False
tkt_5zzhjy8g,org_253j2d54,availability,low,2025-07-20,2025-07-21,1.0,False
tkt_y39bu4uz,org_h2m5zja8,integration,low,2025-07-25,2025-07-26,3.0,True
tkt_2z0kdn3t,org_5lxo6qji,performance,low,2025-07-16,,2.0,False
tkt_n60tlxou,org_i7p5tb94,performance,medium,2025-05-22,2025-05-30,4.0,False
tkt_n91fy6yo,org_phr62gds,integration,medium,2025-08-26,2025-08-26,,False
tkt_8dje7xqt,org_pht0hl9x,usability,medium,2025-06-04,2025-06-04,3.0,False
tkt_y6m79fmw,org_w3zp08j3,performance,medium,2025-08-15,2025-08-18,,False
tkt_04u923o3,org_pbhsahxt,integration,medium,2025-08-29,2025-09-04,4.0,False
tkt_59tsujt7,org_t1ghr09s,security,low,2025-07-12,2025-07-14,,False
tkt_0y2rl4n7,org_c11ertj5,availability,medium,2025-08-03,2025-08-06,2.0,False
tkt_s3hmo1dx,org_jxepq85j,security,medium,2025-08-24,,4.0,False
tkt_q46ga2sd,org_gv0e38da,usability,low,2025-06-04,2025-06-10,,True
tkt_fc8io3td,org_pht0hl9x,availability,high,2025-08-26,2025-09-03,1.0,False
tkt_3abeg1cj,org_nam148p0,billing,high,2025-06-04,2025-06-04,6.0,False
tkt_8pmozknh,org_vyie6ivw,security,low,2025-07-26,2025-07-26,3.0,False
tkt_pvrwbrbl,org_nam148p0,usability,low,2025-05-12,2025-05-13,3.0,False
tkt_bz5ntdyw,org_h2m5zja8,performance,high,2025-06-17,,3.0,False
tkt_m8rabr6r,org_i7p5tb94,billing,medium,2025-05-30,2025-05-30,5.0,False
tkt_tc0z7q0i,org_pseimvih,availability,high,2025-08-20,2025-09-02,4.0,False
tkt_9bl14hoa,org_he7ur23g,availability,medium,2025-06-25,2025-06-25,3.0,False
tkt_e527psqz,org_41ibljh7,security,low,2025-07-12,2025-07-13,5.0,False
tkt_n7xbvzr6,org_g0fn9xuy,performance,medium,2025-08-14,2025-08-17,,False
tkt_kfkldf4h,org_ofqewaou,performance,medium,2025-05-15,2025-05-29,,False
tkt_ra1361bg,org_ktakpuxq,integration,medium,2025-06-23,2025-06-26,4.0,True
tkt_my4iqz6d,org_afeyuhz1,billing,low,2025-06-30,,3.0,False
tkt_f08upnza,org_874frhoc,integration,medium,2025-07-31,2025-08-08,,False
tkt_sywdrkup,org_fel6246h,billing,low,2025-07-29,2025-07-29,4.0,False
tkt_cj8mo765,org_5iqvnb4g,availability,medium,2025-06-29,2025-07-01,3.0,False
tkt_efuxq9nj,org_gv0e38da,security,low,2025-08-28,2025-09-13,1.0,False
tkt_c2gouife,org_ofqewaou,billing,low,2025-08-31,2025-09-01,,False
tkt_zac2exva,org_wnnhj7xv,performance,medium,2025-08-08,2025-08-08,3.0,True
tkt_5e742grr,org_phr62gds,integration,low,2025-08-30,2025-08-31,2.0,True
tkt_dnwt2fes,org_xll4zklo,usability,medium,2025-07-21,,1.0,False
tkt_5cs9ui14,org_1t2tala7,security,low,2025-08-03,2025-08-05,3.0,False
tkt_nijcp52a,org_4zw9xa3k,integration,low,2025-06-11,2025-06-12,5.0,False
tkt_y7ov50ew,org_5lxo6qji,integration,high,2025-08-07,,3.0,False
tkt_25x1fvk1,org_wnnhj7xv,availability,low,2025-08-10,2025-08-10,,False
tkt_pbcd6fxn,org_7e8g8jdp,integration,high,2025-08-27,2025-08-27,,False
tkt_oq37ktll,org_t1ghr09s,security,medium,2025-05-18,2025-05-27,1.0,False
tkt_8sn5yz7v,org_1t2tala7,billing,medium,2025-07-21,2025-07-21,,False
tkt_xuqdrmsw,org_1swjckjl,security,low,2025-06-10,2025-06-15,2.0,False
tkt_jjjksl66,org_a7tz0ync,availability,low,2025-08-13,2025-08-14,5.0,False
tkt_uml3sojp,org_y9v86wzs,usability,low,2025-06-04,,4.0,False
tkt_x16f1kyn,org_n9j2qp89,integration,medium,2025-05-15,2025-05-15,5.0,False
tkt_tl2ug05w,org_1swjckjl,availability,low,2025-07-28,2025-08-11,3.0,False
tkt_h23gxrir,org_phr62gds,availability,medium,2025-07-06,,6.0,False
tkt_jutfvj83,org_dhylurtp,integration,low,2025-08-05,2025-08-08,3.0,False
tkt_9ag77q9v,org_fel6246h,performance,high,2025-06-15,,2.0,False
tkt_juhbp9vr,org_t1ghr09s,usability,high,2025-07-16,2025-07-17,,True
tkt_negn2b4j,org_l58kxo9t,usability,low,2025-07-24,2025-07-25,4.0,False
tkt_tj27yh6u,org_pseimvih,availability,high,2025-08-19,2025-08-24,4.0,False
tkt_amwjpiwu,org_he7ur23g,availability,low,2025-08-21,,2.0,False
tkt_jt4ftlh3,org_8mdd4v30,performance,low,2025-05-22,2025-05-22,3.0,False
tkt_3hw8d09j,org_ofqewaou,usability,medium,2025-07-02,2025-07-10,2.0,False
tkt_rd4hqfgh,org_9mx2x18h,billing,high,2025-08-15,2025-08-15,6.0,False
tkt_diluvnhd,org_0lzjjege,usability,high,2025-05-16,2025-05-24,,False
tkt_czp0nwnt,org_teiyzcot,integration,medium,2025-06-24,,4.0,False
tkt_j5r2slrw,org_dbdw2pcn,billing,low,2025-05-25,2025-05-25,,False
tkt_4vnzvzn2,org_pvs7hzio,availability,medium,2025-08-28,,2.0,False
tkt_hloikivq,org_a7tz0ync,billing,high,2025-05-19,2025-05-23,4.0,False
tkt_a7izq2nm,org_okep7y6w,availability,low,2025-05-30,2025-06-09,3.0,False
tkt_nr06djin,org_1swjckjl,security,medium,2025-06-10,,5.0,False
tkt_9rg4xv34,org_he7ur23g,security,medium,2025-07-20,2025-07-20,1.0,False
tkt_9n1d6dzb,org_5935a0l7,usability,medium,2025-06-26,2025-07-05,3.0,True
tkt_c7qk4k6i,org_0lzjjege,billing,low,2025-05-20,2025-05-22,4.0,False
tkt_lsidbx28,org_5lxo6qji,usability,low,2025-06-07,2025-06-09,2.0,False
tkt_7gt76i3h,org_1n13jcat,security,high,2025-07-06,2025-07-09,,False
tkt_zcd3geq1,org_fel6246h,usability,medium,2025-06-29,2025-07-02,5.0,False
tkt_0f7ia41s,org_41ibljh7,security,low,2025-06-23,,3.0,False
tkt_ascebfe5,org_fel6246h,availability,high,2025-05-18,2025-05-22,4.0,False
tkt_4ukigdix,org_afeyuhz1,availability,low,2025-05-26,2025-06-03,2.0,False
tkt_1cnaq2yo,org_sg65kxvf,security,medium,2025-06-26,,5.0,False
tkt_tos87mvz,org_dppq0y9d,billing,medium,2025-08-28,,3.0,False
tkt_01sosr2h,org_axeqbnhl,security,high,2025-07-28,2025-08-27,4.0,True
tkt_vnkvonnl,org_9mx2x18h,security,low,2025-08-15,2025-08-17,0.0,False
tkt_hapwf520,org_7e8g8jdp,availability,high,2025-07-06,2025-07-14,4.0,False
tkt_xkiaiprq,org_pseimvih,performance,high,2025-05-22,2025-05-29,5.0,False
tkt_q5qob867,org_g8sbi4q2,security,medium,2025-08-12,2025-08-12,4.0,False
tkt_kbqnxpvm,org_g8sbi4q2,billing,medium,2025-07-31,2025-08-08,3.0,False
tkt_sr75rmg7,org_cwi64ciy,integration,low,2025-06-25,2025-06-26,,False
tkt_f9fzjahs,org_0lvsnujz,security,high,2025-06-09,,1.0,False
tkt_ao2qwkbs,org_wm31yiha,availability,high,2025-06-13,2025-06-16,5.0,True
tkt_epr1b20u,org_zhwjr64d,integration,low,2025-07-08,2025-07-11,5.0,False
tkt_c87nxp0j,org_c11ertj5,usability,low,2025-05-26,2025-06-01,5.0,False
tkt_f6dnobk8,org_hv3a3zmf,availability,low,2025-05-19,2025-05-28,,False
tkt_hup3ftj6,org_axeqbnhl,billing,low,2025-06-13,2025-06-15,1.0,False
tkt_ac4jrcq9,org_kdgigatj,usability,high,2025-07-30,2025-08-09,3.0,False
tkt_7rcq6w94,org_xaji0y6d,performance,high,2025-08-30,,4.0,False
tkt_8ju63lxs,org_3t60rjiw,availability,high,2025-06-19,,,False
tkt_y4vy32i3,org_n9j2qp89,usability,high,2025-06-20,2025-06-21,5.0,True
tkt_pj7k99bv,org_jxepq85j,billing,low,2025-06-16,2025-06-16,,False
tkt_2j3t4h8q,org_hv3a3zmf,availability,low,2025-07-09,,,False
tkt_fdtn0plc,org_41ibljh7,usability,high,2025-06-15,2025-06-20,3.0,False
tkt_fr7cl6p3,org_pvs7hzio,usability,low,2025-05-22,2025-05-22,,False
tkt_frb7ei5r,org_8mdd4v30,security,low,2025-08-31,2025-09-02,2.0,False
tkt_8vo4kvff,org_dhylurtp,usability,high,2025-06-24,2025-06-24,,True
tkt_lncc2atr,org_ir4cowgz,availability,low,2025-06-25,2025-06-26,4.0,False
tkt_d83x9age,org_c11ertj5,usability,high,2025-06-29,2025-07-05,5.0,False
tkt_9ny3mub6,org_wm31yiha,availability,low,2025-08-10,,3.0,True
tkt_lbu9w3gg,org_ykl1cq99,billing,high,2025-08-01,2025-08-02,2.0,False
tkt_o9dvws3k,org_w3zp08j3,security,high,2025-06-27,2025-07-02,3.0,False
tkt_cvjxzdvy,org_253j2d54,availability,low,2025-06-05,,,False
tkt_b4xz3msk,org_pseimvih,security,high,2025-07-29,,2.0,False
tkt_zo3i9lli,org_53lc58dr,billing,high,2025-07-25,2025-07-31,2.0,False
tkt_ffcvedqf,org_id25owf7,usability,medium,2025-06-20,2025-07-14,,False
tkt_c1yuzpex,org_dppq0y9d,availability,low,2025-08-25,,,False
tkt_7tv7hrbf,org_zhwjr64d,availability,low,2025-08-21,2025-08-22,5.0,False
tkt_gcb4jgrx,org_vyie6ivw,integration,low,2025-08-09,2025-08-16,,True
tkt_ozlel8pl,org_ykl1cq99,performance,high,2025-06-27,2025-06-29,3.0,False
tkt_6uza28or,org_ykl1cq99,integration,low,2025-08-26,2025-09-06,,False
tkt_9f5iv86z,org_9t84azyt,usability,medium,2025-07-15,2025-08-06,4.0,False
tkt_p1wz2nar,org_1swjckjl,billing,high,2025-07-19,2025-07-27,2.0,False
tkt_3shlx0st,org_8mdd4v30,performance,low,2025-06-28,2025-07-03,3.0,False
tkt_69wwp82q,org_hv3a3zmf,performance,low,2025-07-03,2025-07-07,2.0,False
tkt_ztt1blow,org_dzr1yxr2,integration,high,2025-08-01,,,False
tkt_2r576vil,org_1swjckjl,security,low,2025-05-23,,,False
tkt_vqkxbi6j,org_9t84azyt,availability,medium,2025-08-17,,,False
tkt_jtb8qop8,org_ly8ozcyw,integration,high,2025-08-08,,3.0,False
tkt_2j3tps82,org_id25owf7,integration,critical,2025-05-20,,,False
tkt_xlvb9hxk,org_4zw9xa3k,usability,medium,2025-08-14,,2.0,False
tkt_ei9ulthy,org_okep7y6w,billing,medium,2025-06-29,2025-06-30,3.0,False
tkt_cx8ae0jx,org_ly8ozcyw,security,medium,2025-07-27,2025-08-04,4.0,False
tkt_yo6hfd7l,org_ohp6vz41,availability,low,2025-08-25,,,False
tkt_ttc954ai,org_ktakpuxq,performance,low,2025-08-24,2025-08-25,4.0,False
tkt_2278eqe1,org_ly8ozcyw,integration,high,2025-08-08,2025-08-08,,False
tkt_2qeykc2m,org_dppq0y9d,availability,medium,2025-08-13,,3.0,True
tkt_ng806w81,org_h2m5zja8,billing,critical,2025-07-28,2025-07-29,,False
tkt_9fmsyg91,org_dbdw2pcn,availability,medium,2025-08-14,2025-08-18,5.0,False
tkt_mmo1ds3h,org_5iqvnb4g,integration,high,2025-05-27,2025-05-28,4.0,False
tkt_gw10c9ix,org_874frhoc,performance,medium,2025-05-10,2025-05-14,3.0,False
tkt_6r1nxhbq,org_wnnhj7xv,performance,low,2025-06-15,2025-06-18,4.0,False
tkt_am97xo48,org_tvhhpbmy,availability,medium,2025-07-11,2025-07-11,2.0,True
tkt_5d4vueer,org_chj755nf,billing,medium,2025-07-13,2025-07-17,3.0,False
tkt_90mwb4ll,org_ir4cowgz,security,low,2025-05-30,2025-05-30,3.0,False
tkt_3k4bk8ej,org_tvhhpbmy,security,high,2025-06-12,,2.0,False
tkt_nfmoctcl,org_ktakpuxq,integration,high,2025-05-17,2025-05-20,,False
tkt_ka9lz57v,org_tvhhpbmy,integration,medium,2025-07-14,2025-07-18,3.0,False
tkt_4ndjm5gh,org_pac56t4u,billing,medium,2025-06-17,2025-06-24,2.0,False
tkt_2ij4tt43,org_hv3a3zmf,billing,medium,2025-07-22,,6.0,False
tkt_tuyktk61,org_n9j2qp89,availability,high,2025-06-02,2025-06-03,,False
tkt_b7pxjbc8,org_zhwjr64d,billing,low,2025-07-18,2025-07-27,,False
tkt_vdrqntjv,org_xll4zklo,availability,medium,2025-08-13,2025-08-14,3.0,False
tkt_u2cgxu5w,org_1swjckjl,billing,high,2025-06-28,2025-07-06,3.0,False
tkt_ahzg85s9,org_zbikcidk,integration,high,2025-08-25,2025-08-29,4.0,False
tkt_asj21gtc,org_t9nt3w5u,usability,high,2025-08-04,,3.0,False
tkt_hygtmov6,org_wnnhj7xv,billing,medium,2025-07-06,2025-07-29,,False
tkt_ki4epxr9,org_1n13jcat,security,low,2025-07-03,2025-07-10,4.0,False
tkt_ogjegxey,org_rixa11dp,integration,high,2025-05-16,2025-05-16,3.0,False
tkt_eb900yeh,org_1n13jcat,billing,medium,2025-06-02,,3.0,False
tkt_8uxz3adh,org_l58kxo9t,performance,low,2025-08-30,2025-09-04,3.0,False
tkt_f025loxy,org_w3zp08j3,security,low,2025-07-13,2025-07-13,3.0,False
tkt_phwhm54x,org_trp0j43d,performance,low,2025-07-25,2025-07-27,4.0,False
tkt_r8pjpf24,org_5iqvnb4g,performance,critical,2025-06-25,2025-07-17,2.0,False
tkt_0shdkkg1,org_dzr1yxr2,performance,medium,2025-06-22,2025-07-06,3.0,False
tkt_r1cqkih5,org_g0fn9xuy,integration,medium,2025-08-11,2025-08-21,4.0,False
tkt_48jrpe2x,org_t9nt3w5u,usability,low,2025-08-21,2025-09-01,4.0,False
tkt_n9txfjnj,org_ir4cowgz,integration,critical,2025-05-14,,,False
tkt_d5sloc8d,org_fel6246h,performance,high,2025-06-01,2025-06-19,,True
tkt_6ji874u7,org_dbdw2pcn,integration,medium,2025-05-31,2025-06-05,3.0,False
tkt_7w9a8lyt,org_pac56t4u,integration,medium,2025-08-05,2025-08-05,3.0,False
tkt_uagdl1j2,org_ofqewaou,usability,medium,2025-08-13,2025-08-13,3.0,False
tkt_vwy8umnw,org_x7eedtjv,availability,medium,2025-07-27,,,False
tkt_6l4m1trp,org_uzfk8ut0,performance,high,2025-08-18,2025-08-23,2.0,False
tkt_uyd6i5ho,org_nam148p0,integration,low,2025-07-15,,0.0,False
tkt_9cy9pe0h,org_pht0hl9x,usability,low,2025-05-14,2025-05-15,4.0,False
tkt_dj7o9x66,org_dzr1yxr2,billing,high,2025-05-25,,,False
tkt_d7wdjv07,org_teiyzcot,availability,high,2025-07-13,2025-07-15,,True
tkt_irjg107r,org_5lxo6qji,security,low,2025-05-10,2025-05-11,4.0,False
tkt_925dsiua,org_pvs7hzio,security,low,2025-05-22,2025-05-22,3.0,False
tkt_z71uf09u,org_pac56t4u,security,low,2025-05-10,2025-05-18,4.0,False
tkt_yg3ibg3h,org_y9v86wzs,availability,low,2025-07-21,2025-07-28,4.0,False
tkt_kcqwb00n,org_i7p5tb94,billing,medium,2025-06-02,2025-06-03,3.0,True
tkt_114py4fn,org_ktakpuxq,security,medium,2025-06-22,,2.0,True
tkt_gbg4pdfc,org_3t60rjiw,integration,low,2025-07-14,2025-07-15,4.0,False
tkt_opzfzz5t,org_tvhhpbmy,integration,high,2025-05-10,2025-05-11,6.0,False
tkt_6v8vlq3v,org_phr62gds,performance,medium,2025-06-24,2025-06-26,2.0,False
tkt_xhqg4qlv,org_8mdd4v30,performance,medium,2025-08-19,,0.0,True
tkt_724hk1qd,org_cwi64ciy,billing,low,2025-07-18,,,False
tkt_u2eb0t4u,org_7e8g8jdp,usability,medium,2025-06-07,,1.0,False
tkt_oxz3bg52,org_9t84azyt,security,medium,2025-07-17,2025-07-22,2.0,False
tkt_ib4tctds,org_253j2d54,integration,high,2025-07-26,2025-07-31,3.0,False
tkt_djt3br4f,org_afeyuhz1,usability,high,2025-06-22,2025-06-29,4.0,False
tkt_2zdfppwc,org_ykl1cq99,performance,medium,2025-07-16,,,True
tkt_1qy9mbaa,org_wm31yiha,integration,high,2025-08-21,2025-08-21,4.0,False
tkt_xa3bl13v,org_874frhoc,integration,medium,2025-07-19,2025-07-22,4.0,False
tkt_cg8d2tn2,org_hv3a3zmf,performance,medium,2025-07-02,2025-07-04,2.0,False
tkt_0vz9ly2s,org_1n13jcat,security,medium,2025-05-24,2025-05-24,2.0,False
tkt_kkftfytk,org_zhwjr64d,billing,low,2025-06-05,2025-06-07,4.0,True
tkt_s1f3kwbn,org_pja1wj0t,usability,medium,2025-06-02,2025-06-08,1.0,False
tkt_bpavajim,org_nam148p0,availability,low,2025-05-14,2025-05-15,,False
tkt_mnstouif,org_chj755nf,billing,low,2025-08-25,2025-09-03,4.0,False
tkt_jilxn32n,org_fel6246h,security,low,2025-07-24,2025-07-29,,False
tkt_bzwbho4u,org_pac56t4u,performance,low,2025-06-21,2025-06-30,2.0,False
tkt_w2aww77g,org_nam148p0,integration,medium,2025-05-23,2025-05-25,2.0,False
tkt_cjbeo4eu,org_41ibljh7,security,low,2025-07-31,,4.0,False
tkt_tawj4g8r,org_g0fn9xuy,performance,low,2025-05-14,2025-05-15,,False
tkt_7sn1tcjf,org_5iqvnb4g,performance,low,2025-06-28,2025-06-28,3.0,True
tkt_czwkguy0,org_i7p5tb94,billing,medium,2025-07-18,,4.0,False
tkt_ofipzn0t,org_h2m5zja8,billing,low,2025-06-23,2025-06-27,,False
tkt_hl2c53k9,org_x7eedtjv,integration,medium,2025-05-18,,,False
tkt_om115boi,org_d14ve92m,billing,low,2025-05-11,2025-05-11,4.0,False
tkt_ymyk86ad,org_wm31yiha,billing,low,2025-07-25,2025-07-30,6.0,False
tkt_nokku3s7,org_dbdw2pcn,performance,medium,2025-06-07,,,False
tkt_10nusg9l,org_ktakpuxq,usability,low,2025-05-29,2025-06-10,3.0,False
tkt_9q3cybyc,org_teiyzcot,billing,low,2025-06-30,2025-07-02,3.0,False
tkt_4i6h1m3j,org_xaji0y6d,availability,medium,2025-06-09,2025-06-11,3.0,False
tkt_lzohfddv,org_cvs4f8cg,usability,medium,2025-06-15,2025-06-18,,True
tkt_sz2tvhvw,org_zhwjr64d,integration,medium,2025-05-29,2025-06-18,2.0,False
tkt_hholi540,org_l58kxo9t,security,low,2025-06-14,2025-06-14,,False
tkt_87ws1loq,org_l58kxo9t,performance,low,2025-07-12,2025-07-13,4.0,False
tkt_sot56ag3,org_xll4zklo,availability,medium,2025-07-10,,5.0,False
tkt_9bd2eev7,org_hv3a3zmf,performance,low,2025-06-17,2025-06-19,5.0,False
tkt_inrzjk9e,org_n9j2qp89,availability,critical,2025-07-29,2025-08-08,3.0,False
tkt_0oawhn2e,org_53lc58dr,availability,high,2025-07-10,2025-07-11,3.0,False
tkt_clces1kt,org_5iqvnb4g,performance,low,2025-06-25,2025-07-01,3.0,False
tkt_ior4v1og,org_5lxo6qji,availability,high,2025-06-16,2025-06-17,5.0,False
tkt_07vscqmp,org_wm31yiha,availability,high,2025-07-11,2025-07-28,6.0,False
tkt_d7z4kso0,org_pac56t4u,usability,medium,2025-08-25,2025-08-30,1.0,False
