ticket_id,org_id,category,severity,created_at,resolved_at,csat,sla_breached
tkt_u5oej81o,org_t1ghr09s,availability,high,2025-07-22,2025-07-24,2.0,False
tkt_082sfr23,org_kdgigatj,usability,low,2025-07-15,2025-07-26,3.0,False
tkt_c60cjbmu,org_9t84azyt,performance,medium,2025-06-04,2025-06-06,,False
tkt_vhgqk820,org_5iqvnb4g,availability,low,2025-07-23,2025-07-24,,False
tkt_ps5i5fto,org_g0fn9xuy,integration,medium,2025-05-20,,3.0,False
tkt_jtbpgt99,org_ktakpuxq,performance,medium,2025-06-29,2025-06-29,3.0,False
tkt_67st8li7,org_dhylurtp,performance,low,2025-07-31,,,False
tkt_2w4oebmq,org_0lzjjege,billing,low,2025-07-14,2025-07-19,,False
tkt_pjbmwmno,org_c11ertj5,security,medium,2025-08-16,2025-08-16,3.0,False
tkt_hg3vtl1d,org_3t60rjiw,availability,medium,2025-08-12,2025-08-17,,False
tkt_rz0xv6dd,org_5iqvnb4g,security,low,2025-07-06,2025-07-06,5.0,True
tkt_d27d9alk,org_ktakpuxq,availability,low,2025-07-18,2025-07-24,4.0,False
tkt_7ybzgazn,org_wm31yiha,usability,low,2025-06-24,2025-06-26,3.0,False
tkt_i37zcgac,org_3t60rjiw,billing,high,2025-05-17,2025-05-21,,False
tkt_epl2u5cf,org_g8sbi4q2,integration,medium,2025-08-19,2025-08-25,0.0,False
tkt_p37cdhzg,org_41ibljh7,integration,medium,2025-08-10,,4.0,False
tkt_58xyjwwb,org_a7tz0ync,performance,low,2025-08-23,2025-08-30,4.0,False
tkt_k8r1z4qt,org_d14ve92m,integration,low,2025-08-31,2025-09-01,4.0,False
tkt_7zvnbi1c,org_9mx2x18h,billing,low,2025-06-05,2025-06-05,5.0,False
tkt_ao8w81ay,org_53lc58dr,usability,low,2025-08-20,2025-09-01,,False
tkt_uam75psz,org_0lzjjege,usability,medium,2025-06-30,2025-07-10,4.0,False
tkt_1ctw689m,org_41ibljh7,billing,low,2025-05-14,2025-05-17,2.0,False
tkt_w68m1inu,org_y9v86wzs,availability,medium,2025-05-17,2025-05-17,3.0,False
tkt_fncc8uux,org_kdgigatj,performance,low,2025-05-23,2025-05-24,3.0,False
tkt_op63ctzr,org_y9v86wzs,performance,medium,2025-07-29,2025-07-29,4.0,False
tkt_bzirjyz8,org_5935a0l7,performance,medium,2025-08-31,2025-09-19,1.0,False
tkt_xuku8nia,org_pja1wj0t,performance,high,2025-07-02,2025-07-08,1.0,False
tkt_rn4flhw3,org_pja1wj0t,security,medium,2025-07-03,2025-07-04,4.0,False
tkt_chnj6gdt,org_5935a0l7,performance,high,2025-06-01,2025-06-03,,False
tkt_gcg8zf2l,org_1n13jcat,availability,low,2025-06-05,,3.0,False
tkt_4c0bb6py,org_y9v86wzs,integration,low,2025-06-21,2025-06-26,1.0,False
tkt_ma1t6sif,org_41ibljh7,performance,low,2025-05-31,2025-06-08,,False
tkt_6dohe7ky,org_fel6246h,billing,medium,2025-08-07,,2.0,False
tkt_87q19u9q,org_d14ve92m,availability,medium,2025-06-11,2025-06-15,,False
tkt_44dvvpgb,org_xll4zklo,performance,low,2025-06-02,2025-06-04,3.0,False
tkt_8iy525fn,org_a7tz0ync,security,low,2025-05-20,,5.0,True
tkt_scqqavaq,org_i7p5tb94,security,medium,2025-08-18,2025-08-21,,False
tkt_dmfztgp8,org_4zw9xa3k,availability,low,2025-06-19,2025-06-21,2.0,False
tkt_d20gm62s,org_5iqvnb4g,usability,low,2025-07-10,2025-07-16,5.0,False
tkt_60yup1sh,org_okep7y6w,performance,critical,2025-06-30,2025-07-08,4.0,False
tkt_ntcvl0yq,org_253j2d54,integration,medium,2025-07-11,,3.0,False
tkt_zdubb9mi,org_g8sbi4q2,integration,critical,2025-08-05,2025-08-05,,False
tkt_t3vhtn7s,org_ktakpuxq,performance,medium,2025-05-21,2025-05-25,4.0,False
tkt_u62j8lbd,org_874frhoc,billing,low,2025-06-07,2025-06-17,3.0,False
tkt_sg1fbtwt,org_okep7y6w,integration,low,2025-05-23,2025-05-26,,False
tkt_w4ixfjjr,org_dbdw2pcn,security,medium,2025-08-11,2025-08-21,4.0,False
tkt_khe0sdp8,org_rixa11dp,integration,low,2025-08-24,,4.0,False
tkt_mvhaewab,org_zhwjr64d,usability,low,2025-06-12,2025-06-16,1.0,False
tkt_hb7zhezr,org_pvs7hzio,performance,low,2025-08-20,2025-08-23,3.0,False
tkt_4e5izb1e,org_hv3a3zmf,availability,medium,2025-07-31,,1.0,False
tkt_dmbjhy3m,org_pja1wj0t,billing,low,2025-06-12,2025-07-08,3.0,False
tkt_2i3qm6dt,org_8mdd4v30,availability,low,2025-05-17,2025-05-25,,False
tkt_ecafvo5y,org_dbdw2pcn,billing,medium,2025-08-21,,5.0,False
tkt_0qnv4f0t,org_1n13jcat,usability,medium,2025-05-29,2025-06-04,3.0,False
tkt_e2j403cn,org_t9nt3w5u,integration,medium,2025-06-09,2025-06-11,,False
tkt_fu2hersn,org_c11ertj5,usability,high,2025-06-08,,3.0,False
tkt_un446q16,org_zhwjr64d,usability,medium,2025-05-21,2025-05-30,2.0,False
tkt_nz7dsonk,org_pja1wj0t,usability,high,2025-08-23,2025-08-24,3.0,True
tkt_k1jxpp9y,org_dbdw2pcn,usability,low,2025-07-04,,,False
tkt_vgipaxnq,org_uzfk8ut0,availability,low,2025-06-28,2025-06-29,,False
tkt_ege5ekfh,org_874frhoc,security,high,2025-08-04,2025-08-07,2.0,False
tkt_oe3mxzjf,org_cwi64ciy,availability,low,2025-06-28,2025-07-05,3.0,False
tkt_y4w8tr98,org_zbikcidk,billing,medium,2025-06-15,2025-06-15,4.0,False
tkt_w07fil3d,org_dhylurtp,usability,medium,2025-07-13,2025-07-14,1.0,False
tkt_vyjhmie8,org_253j2d54,billing,medium,2025-05-21,2025-05-25,,True
tkt_989gncti,org_pvs7hzio,availability,low,2025-07-31,2025-08-03,4.0,False
tkt_jh33ic44,org_nam148p0,billing,high,2025-06-30,2025-07-02,3.0,False
tkt_tonznq06,org_ykl1cq99,performance,medium,2025-06-24,,2.0,False
tkt_ujlqv62j,org_fel6246h,availability,low,2025-06-27,2025-07-07,4.0,False
tkt_16w8minq,org_4zw9xa3k,usability,low,2025-05-26,,5.0,False
tkt_4o7vs8ch,org_kdgigatj,usability,low,2025-08-20,2025-08-20,4.0,True
tkt_kcmnt6u7,org_ykl1cq99,usability,medium,2025-05-23,2025-05-23,3.0,False
tkt_77ldm1vl,org_t1ghr09s,security,low,2025-07-13,2025-07-29,3.0,False
tkt_7uo4g4iq,org_cwi64ciy,integration,high,2025-05-17,2025-05-21,2.0,False
tkt_9enz9jn7,org_ykl1cq99,integration,low,2025-08-26,2025-09-03,3.0,False
tkt_k98xvi67,org_teiyzcot,usability,low,2025-05-26,2025-05-29,3.0,True
tkt_3kllzcuh,org_g0fn9xuy,security,high,2025-07-28,,1.0,False
tkt_1i8yatye,org_i7p5tb94,integration,high,2025-06-04,2025-06-12,4.0,False
tkt_737fentd,org_5lxo6qji,availability,low,2025-07-22,2025-07-23,5.0,False
tkt_7kfn8k6p,org_jxepq85j,performance,critical,2025-08-27,2025-08-29,4.0,False
tkt_62j4xybr,org_4zw9xa3k,availability,medium,2025-08-29,2025-09-02,3.0,True
tkt_xfx3at25,org_dhylurtp,security,low,2025-06-07,2025-06-08,2.0,False
tkt_3iqquolg,org_cwi64ciy,billing,medium,2025-07-23,2025-08-01,4.0,False
tkt_qe6xb1z3,org_53lc58dr,security,high,2025-05-27,2025-06-05,,False
tkt_37c7nxxb,org_5935a0l7,usability,critical,2025-07-22,,4.0,False
tkt_af4gellx,org_xaji0y6d,usability,high,2025-05-15,2025-05-19,,False
tkt_8eak8ye7,org_253j2d54,usability,medium,2025-06-11,2025-06-16,2.0,False
tkt_1twd96hh,org_5iqvnb4g,integration,critical,2025-07-22,2025-07-22,,False
tkt_wmf1gzvg,org_dhylurtp,security,high,2025-08-25,2025-08-25,6.0,False
tkt_042mz8m6,org_pac56t4u,integration,high,2025-06-10,2025-06-16,3.0,False
tkt_xhigx1pz,org_t9nt3w5u,billing,high,2025-08-07,2025-08-27,5.0,False
tkt_gsvanry6,org_cwi64ciy,integration,low,2025-05-20,,5.0,False
tkt_32iips8q,org_ykl1cq99,integration,low,2025-08-23,,,False
tkt_db9bgv2e,org_zbikcidk,integration,medium,2025-06-17,2025-06-21,5.0,False
tkt_sf4ndrfd,org_l58kxo9t,usability,high,2025-07-30,2025-08-04,3.0,False
tkt_x89i8ywg,org_d14ve92m,security,low,2025-06-14,2025-06-15,3.0,False
tkt_d4x4pzj4,org_phr62gds,billing,medium,2025-07-28,,3.0,False
tkt_2rl1eh8h,org_1swjckjl,integration,low,2025-06-25,2025-06-29,,False
tkt_yf87sw1k,org_zhwjr64d,availability,low,2025-08-08,2025-08-09,5.0,False
tkt_9m94uzxy,org_cwi64ciy,billing,high,2025-08-24,2025-08-25,1.0,False
tkt_4g8on3w9,org_1n13jcat,availability,medium,2025-07-19,2025-07-21,,False
tkt_hx6i62r2,org_1n13jcat,billing,medium,2025-05-18,,3.0,True
tkt_cxtjyrdi,org_pnsm43d8,availability,low,2025-08-11,2025-08-11,4.0,False
tkt_rl481xla,org_rixa11dp,performance,medium,2025-05-29,2025-05-29,3.0,False
tkt_xhnoc2xi,org_i7p5tb94,security,low,2025-06-30,,2.0,False
tkt_3rnc02bl,org_zbikcidk,billing,low,2025-06-06,2025-06-07,3.0,False
tkt_u27xnpzc,org_he7ur23g,performance,low,2025-06-27,2025-06-30,4.0,False
tkt_u7mpa7dz,org_ykl1cq99,usability,medium,2025-06-06,2025-06-07,3.0,False
tkt_vhltmgra,org_pvs7hzio,integration,medium,2025-08-26,2025-08-29,4.0,False
tkt_ejpfawxd,org_i3qk2iag,availability,high,2025-08-14,2025-08-16,5.0,False
tkt_0dl7u1p8,org_pja1wj0t,billing,low,2025-06-23,,,False
tkt_otxoushf,org_wm31yiha,availability,medium,2025-08-21,2025-08-23,2.0,False
tkt_rrcv1exy,org_5iqvnb4g,performance,medium,2025-06-06,,4.0,False
tkt_b8z8trtm,org_w3zp08j3,integration,low,2025-07-03,2025-07-03,2.0,False
tkt_477y6zle,org_afeyuhz1,integration,low,2025-07-14,2025-07-25,,False
tkt_d1lg8y2w,org_5lxo6qji,performance,critical,2025-06-21,,,False
tkt_gebec41r,org_afeyuhz1,availability,medium,2025-07-25,2025-07-25,2.0,True
tkt_n9uq7rza,org_8mdd4v30,security,low,2025-06-20,2025-06-24,2.0,False
tkt_puolxpou,org_fel6246h,integration,medium,2025-07-10,2025-07-13,,False
tkt_v75d3nmy,org_8mdd4v30,security,medium,2025-07-10,2025-07-14,4.0,False
tkt_b4bomzqb,org_vyie6ivw,security,low,2025-07-20,2025-07-22,2.0,False
tkt_09uw8pdw,org_vyie6ivw,usability,low,2025-06-20,2025-06-23,4.0,True
tkt_xezihzvz,org_y9v86wzs,performance,high,2025-07-09,2025-07-17,,False
tkt_gmffohk9,org_xaji0y6d,performance,low,2025-08-21,2025-08-24,,False
tkt_4w6wuumo,org_5935a0l7,availability,low,2025-05-27,2025-05-30,,False
tkt_7opklj67,org_n9j2qp89,performance,critical,2025-06-09,2025-06-09,4.0,False
tkt_0ljc6wo7,org_pht0hl9x,integration,medium,2025-07-29,,,False
tkt_v1iz4jqi,org_53lc58dr,integration,medium,2025-06-02,2025-06-03,1.0,False
tkt_55jsyxuf,org_874frhoc,performance,low,2025-07-25,2025-07-26,4.0,False
tkt_blpvr79y,org_pac56t4u,billing,low,2025-07-13,,3.0,False
tkt_t1s4jida,org_8mdd4v30,security,high,2025-06-18,2025-06-26,4.0,False
tkt_6ueyerbl,org_l58kxo9t,billing,low,2025-06-02,,4.0,False
tkt_6sgw2nrv,org_5lxo6qji,performance,high,2025-07-26,2025-07-29,3.0,False
tkt_4eibkpk7,org_om5igqpk,integration,medium,2025-05-27,2025-05-31,4.0,False
tkt_fvu3f0me,org_dppq0y9d,integration,high,2025-07-19,,4.0,False
tkt_e0q45tvg,org_gv0e38da,security,medium,2025-06-08,2025-06-09,,False
tkt_uw48tp37,org_x7eedtjv,availability,high,2025-08-07,2025-08-12,6.0,False
tkt_v7jmkjln,org_hv3a3zmf,integration,low,2025-07-14,,2.0,False
tkt_ditn5kg3,org_4zw9xa3k,security,low,2025-08-22,2025-09-06,3.0,False
tkt_fye4hqgo,org_dppq0y9d,usability,high,2025-07-19,2025-07-26,3.0,False
tkt_xaiqusy2,org_l58kxo9t,usability,low,2025-06-07,2025-06-12,,False
tkt_o33b29xz,org_ktakpuxq,integration,low,2025-07-07,2025-07-18,3.0,False
tkt_6uk18f2d,org_i3qk2iag,usability,critical,2025-07-02,2025-07-07,4.0,False
tkt_xr6cj9k4,org_pac56t4u,billing,low,2025-08-23,2025-08-23,4.0,False
tkt_ci248f3v,org_gv0e38da,performance,medium,2025-07-29,2025-07-29,2.0,False
tkt_kog1011h,org_hv3a3zmf,security,low,2025-06-28,2025-06-28,4.0,False
tkt_e9wieeo9,org_wm31yiha,integration,low,2025-05-17,,,True
tkt_h5ihjqcy,org_5935a0l7,security,high,2025-07-06,,3.0,False
tkt_ypq7a4fr,org_d14ve92m,usability,medium,2025-07-26,2025-07-31,4.0,False
tkt_v1l6cknc,org_l58kxo9t,usability,high,2025-07-08,2025-07-16,,False
tkt_7giu13gb,org_5lxo6qji,security,high,2025-05-21,2025-05-24,4.0,False
tkt_j72btq82,org_g8sbi4q2,performance,high,2025-05-19,2025-05-20,4.0,False
tkt_327aqff2,org_1t2tala7,billing,high,2025-05-25,,4.0,False
tkt_k5c3z6j5,org_pbhsahxt,billing,high,2025-06-26,,1.0,False
tkt_q1d7xylj,org_ofqewaou,usability,medium,2025-07-20,2025-07-28,3.0,True
tkt_d2v57bmt,org_9mx2x18h,availability,low,2025-07-07,,4.0,False
tkt_t7fywm5c,org_ohp6vz41,security,low,2025-08-28,2025-09-01,5.0,False
tkt_fv2vyn1k,org_53lc58dr,billing,medium,2025-07-28,,3.0,False
tkt_js08rwq1,org_ktakpuxq,usability,high,2025-07-26,,2.0,False
tkt_cgedbt8b,org_teiyzcot,usability,critical,2025-07-07,,2.0,False
tkt_z9t30b69,org_5lxo6qji,performance,low,2025-07-06,2025-07-11,4.0,False
tkt_c45ry27v,org_zhwjr64d,billing,low,2025-08-02,2025-08-05,3.0,True
tkt_mvwjmv06,org_dppq0y9d,integration,low,2025-07-03,,5.0,True
tkt_ddg680iu,org_ktakpuxq,security,medium,2025-08-28,2025-09-16,3.0,False
tkt_ga4fegyy,org_x7eedtjv,security,low,2025-07-24,2025-08-01,2.0,False
tkt_j5n860at,org_d14ve92m,performance,high,2025-07-28,,2.0,False
tkt_h9kp6ass,org_1swjckjl,availability,low,2025-06-02,2025-06-06,2.0,False
tkt_suljaf4w,org_pnsm43d8,billing,low,2025-08-17,,6.0,False
tkt_nsmw5gyr,org_g8sbi4q2,security,high,2025-07-09,2025-07-13,4.0,False
tkt_w6owh8vl,org_wm31yiha,security,medium,2025-08-10,,2.0,False
tkt_ig7r2fmf,org_n9j2qp89,security,low,2025-06-10,2025-06-11,5.0,False
tkt_p5md3exu,org_t9nt3w5u,security,low,2025-07-24,2025-07-25,4.0,False
tkt_7fkc781h,org_ly8ozcyw,security,medium,2025-07-08,2025-07-09,,False
tkt_fl1zopqz,org_5935a0l7,security,medium,2025-05-27,2025-06-09,4.0,True
tkt_fo30x8bn,org_l58kxo9t,performance,low,2025-07-25,,3.0,False
tkt_mjsxtdhd,org_rixa11dp,billing,high,2025-08-14,2025-08-16,2.0,False
tkt_x1bjt4zf,org_pja1wj0t,usability,medium,2025-08-22,2025-08-25,5.0,False
tkt_3d4d32nk,org_gv0e38da,performance,critical,2025-06-07,2025-06-10,4.0,False
tkt_x5zt5tt9,org_trp0j43d,billing,low,2025-06-04,,1.0,False
tkt_ka1dlucl,org_fel6246h,availability,high,2025-08-03,2025-08-09,2.0,False
tkt_le4a2g76,org_nam148p0,performance,low,2025-05-18,2025-05-19,,False
tkt_rwr3s18w,org_wm31yiha,performance,low,2025-07-03,,,False
tkt_k501epek,org_he7ur23g,performance,high,2025-07-28,2025-08-05,5.0,False
tkt_gvzpfcgl,org_kdgigatj,integration,low,2025-06-11,,3.0,False
tkt_ckwt2e07,org_w3zp08j3,integration,low,2025-06-04,2025-06-04,3.0,False
tkt_7u55d5q3,org_vyie6ivw,integration,critical,2025-07-20,,,True
tkt_ov9jydfz,org_zbikcidk,performance,low,2025-06-24,2025-06-29,1.0,False
tkt_dtc5payg,org_874frhoc,security,low,2025-07-26,,3.0,False
tkt_aa70tgo5,org_pnsm43d8,integration,medium,2025-06-12,2025-06-12,3.0,False
tkt_awlgitiz,org_c11ertj5,billing,medium,2025-06-26,,4.0,False
tkt_7tfp3g21,org_dzr1yxr2,availability,low,2025-05-10,2025-05-16,4.0,False
tkt_cqtp3174,org_uzfk8ut0,integration,medium,2025-06-05,2025-06-06,3.0,False
tkt_gu65s6y5,org_id25owf7,performance,low,2025-07-18,2025-07-24,,False
tkt_h3o0sw58,org_ktakpuxq,billing,low,2025-08-26,2025-08-26,2.0,False
tkt_611gqit8,org_4zw9xa3k,integration,medium,2025-06-04,,,False
tkt_d9gx2hiv,org_h2m5zja8,security,medium,2025-08-03,2025-08-10,,False
tkt_dts8mg00,org_1t2tala7,availability,low,2025-07-04,2025-07-13,5.0,False
tkt_crz17a8r,org_wnnhj7xv,billing,low,2025-05-22,2025-05-23,3.0,False
tkt_nxpwnua6,org_id25owf7,availability,low,2025-08-30,2025-08-31,1.0,False
tkt_tdxj1wqq,org_dppq0y9d,availability,medium,2025-08-11,2025-08-15,4.0,True
tkt_oqsd8p4x,org_he7ur23g,usability,medium,2025-08-08,2025-08-08,5.0,False
tkt_tkxgy93f,org_tvhhpbmy,integration,medium,2025-07-10,,3.0,False
tkt_on8ong5u,org_y9v86wzs,security,medium,2025-07-03,2025-07-05,3.0,False
tkt_dlhwv6fl,org_zbikcidk,billing,low,2025-08-03,2025-08-03,4.0,False
tkt_vywapke5,org_trp0j43d,availability,high,2025-06-28,2025-07-03,4.0,False
tkt_ajr1ov9c,org_9t84azyt,performance,medium,2025-06-23,2025-06-24,,False
tkt_pwrutvly,org_ohp6vz41,usability,low,2025-05-14,,3.0,True
tkt_jmwuocs2,org_jxepq85j,usability,critical,2025-06-08,2025-06-16,,False
tkt_24eqkq7m,org_pnsm43d8,billing,low,2025-08-04,2025-08-05,4.0,False
tkt_ou3dn1tj,org_ohp6vz41,billing,medium,2025-05-26,,4.0,False
tkt_l2fx35lg,org_hv3a3zmf,usability,low,2025-08-18,2025-08-20,4.0,False
tkt_49ffqokv,org_pht0hl9x,integration,medium,2025-07-08,2025-07-10,2.0,False
tkt_c4gtjs1a,org_t9nt3w5u,availability,low,2025-06-10,2025-06-22,5.0,False
tkt_5ugxbryt,org_pht0hl9x,billing,medium,2025-08-02,2025-08-17,,False
tkt_ivr40dm9,org_dppq0y9d,usability,medium,2025-06-14,2025-06-16,3.0,False
tkt_if826bhy,org_xaji0y6d,integration,medium,2025-08-25,,,False
tkt_z1ov5vxa,org_wnnhj7xv,integration,high,2025-06-26,2025-06-26,3.0,False
tkt_8mku1gpt,org_3t60rjiw,integration,medium,2025-05-24,2025-05-25,4.0,False
tkt_49pusrza,org_chj755nf,billing,high,2025-08-31,2025-09-02,4.0,True
tkt_eqoxbe1p,org_ohp6vz41,billing,medium,2025-05-15,2025-05-16,,False
tkt_5ei7k8ev,org_0lzjjege,billing,low,2025-07-14,2025-07-17,3.0,False
tkt_brx8u73n,org_vyie6ivw,performance,high,2025-07-18,2025-07-20,6.0,False
tkt_kbf2e6wp,org_a7tz0ync,performance,high,2025-08-08,2025-08-09,5.0,False
tkt_rlpg7gvl,org_tvhhpbmy,billing,critical,2025-08-24,,,False
tkt_hwxpbrrn,org_ykl1cq99,usability,low,2025-06-30,2025-07-06,2.0,False
tkt_tylvvld3,org_zbikcidk,performance,low,2025-06-21,,3.0,False
tkt_iia38k0h,org_t9nt3w5u,security,high,2025-08-25,,3.0,False
tkt_f36c0ox8,org_8mdd4v30,availability,high,2025-05-15,,3.0,False
tkt_7czr7xwq,org_sg65kxvf,performance,high,2025-06-14,2025-06-15,5.0,False
tkt_f1ttimly,org_trp0j43d,security,low,2025-07-16,,2.0,False
tkt_tgvkymzl,org_c11ertj5,billing,medium,2025-08-07,2025-08-08,5.0,True
tkt_o9lndcmb,org_afeyuhz1,performance,high,2025-08-03,2025-08-05,4.0,False
tkt_4bldqlq1,org_d14ve92m,billing,medium,2025-08-26,2025-09-17,2.0,False
tkt_wmfpt00e,org_d14ve92m,availability,medium,2025-07-17,2025-07-19,,False
tkt_2qmk3uhk,org_4zw9xa3k,performance,low,2025-05-25,2025-05-25,2.0,False
tkt_6hmrtieh,org_c11ertj5,integration,high,2025-06-05,2025-06-09,3.0,False
tkt_c2yix79p,org_1n13jcat,billing,medium,2025-05-29,2025-06-07,4.0,True
tkt_brtg6c2r,org_7e8g8jdp,security,medium,2025-08-10,2025-08-15,3.0,False
tkt_ra3plcgq,org_7e8g8jdp,security,critical,2025-07-29,2025-07-29,2.0,False
tkt_llx70r3s,org_9t84azyt,integration,low,2025-06-10,2025-06-11,4.0,False
tkt_dudprk5r,org_dbdw2pcn,usability,medium,2025-07-07,2025-07-07,3.0,True
tkt_0pnf3vcl,org_xaji0y6d,billing,high,2025-05-31,2025-06-01,1.0,False
tkt_hovu5wp8,org_w3zp08j3,availability,medium,2025-07-18,2025-07-29,3.0,False
tkt_mvu2yett,org_pac56t4u,billing,medium,2025-05-25,2025-05-28,3.0,False
tkt_ruti7zfz,org_g0fn9xuy,billing,low,2025-07-13,2025-07-21,5.0,False
tkt_tos6gkj7,org_rixa11dp,security,medium,2025-08-30,,,False
tkt_1k16y0up,org_41ibljh7,security,medium,2025-06-20,,5.0,False
tkt_u536lzms,org_pht0hl9x,integration,high,2025-07-04,,,False
tkt_804bfpv0,org_g8sbi4q2,usability,medium,2025-08-09,2025-08-10,4.0,False
tkt_v6443ktx,org_ir4cowgz,performance,low,2025-08-11,2025-08-17,3.0,False
tkt_6qcaluk8,org_rixa11dp,performance,low,2025-05-29,2025-05-29,4.0,False
